query,score,name,type,id,image,description,url,article
bean sprouts,251.9771423339844,Bean sprouts chicken,Thing,kg:/m/0f6896,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTFytel8pDpRNYyLuL5gXA_HV4aU9vsR-deUimzMSSlU1tcqFDT,Dish,https://en.wikipedia.org/wiki/Bean_sprouts_chicken,"Bean sprouts chicken is a dish similar to Hainanese chicken rice, the only difference being the dish comes with a plate of beansprouts. The steamed chicken is served with light soya sauce flavoured with oil.
"
bean sprouts,27.75374603271484,Lou Yau Bean Sprouts Chicken Pte. Ltd.,Thing Organization,kg:/g/11fy231hdx,,,,
beets,1394.046875,Common beet,Thing,kg:/m/01cbb3,,Vegetable,,
beets,696.710205078125,Beta,Thing,kg:/m/08rqdh,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSakvAWksGUl8-YdAOkA2dbtIhFob1HPZ5Gf1MvfKLhMCKgz7oR,Plants,https://en.wikipedia.org/wiki/Beta_(plant),"Beta is a genus in the flowering plant family Amaranthaceae. The best known member is the common beet, Beta vulgaris, but several other species are recognised. Almost all have common names containing the word ""beet"". "
beets,328.0893859863281,Beetsterzwaag,City Place Thing,kg:/m/04jmpbj,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjNVLUIbqduesb_SkhRgTi39PFP-S5ZCBFcpOA5_Ws2ZaQpRrH,Village in the Netherlands,https://en.wikipedia.org/wiki/Beetsterzwaag,"Beetsterzwaag is a village in the municipality of Opsterland in the east of Friesland in the Netherlands. It had a population of around 3,485 in January 2017."
beets,270.2551879882812,Beets,City Place Thing,kg:/m/0bvyfl,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQpcjZnd-BxXisL5CC1MJQAqVGHpAZXFVO-L0sch0JIsOGv0zk_,Village in the Netherlands,"https://en.wikipedia.org/wiki/Beets,_Netherlands","Beets is a village in the northwest Netherlands. It is a part of the municipality of Edam-Volendam, North Holland, and lies about 9 km southwest of Hoorn.
In 2001, the small village centre of Beets had 243 inhabitants. The built-up area of the town was 0.05 km², and contained 100 residences. "
beets,60.414794921875,Rosenberg Trio,MusicGroup Thing,kg:/m/01pgqmw,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRxw02fS69QBU-f2yAXqQP7Q_x4BVuJ_vMY_UtRU2LOmud19uF-,Band,https://en.wikipedia.org/wiki/Rosenberg_Trio,"The Rosenberg Trio is a Dutch jazz band consisting of lead guitarist Stochelo Rosenberg, rhythm guitarist Nous'che Rosenberg and bassist Nonnie Rosenberg. The band is influenced by Django Reinhardt, the gypsy jazz guitarist of the 1930s.
The group's first album was Seresta in 1989. "
beets,50.73092269897461,Nij Beets,City Place Thing,kg:/m/04n6pz1,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRpmc7JMtZyKHQJ_yrDQ79iNS6E2ujltkjkKI6T8_Z7ZYV9Owjg,Village in the Netherlands,https://en.wikipedia.org/wiki/Nij_Beets,"Nij Beets is a village in the municipality of Opsterland in the east of Friesland in the Netherlands. It had a population of around 1,705 in January 2017."
beets,35.88689041137695,Nicolaas Beets,Person Thing,kg:/m/069fj8,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTXWcVBrCVOr08-b-j-tYeCys_-50bONvAazCWQqYYo8aZCNVz-,Dutch theologian,https://en.wikipedia.org/wiki/Nicolaas_Beets,"Nicolaas Beets was a Dutch theologian, writer and poet. He published under the pseudonym, Hildebrand."
beets,22.81234359741211,Neon Beats,VideoGame Thing,kg:/g/11fksn1dpd,,Video game,,
beets,14.25958633422852,Arthur Beetson,Person Thing,kg:/m/067hm5,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQaHaznmgwAcKDbkIWLp07dz4xIcAMVBQciLgg1Ih7FyZsyggu5,Australian footballer,https://en.wikipedia.org/wiki/Arthur_Beetson,"Arthur Henry ""Artie"" Beetson OAM was an Australian rugby league footballer and coach. He represented Australia and Queensland from 1964 to 1981. His main position was at prop. "
beets,10.54198741912842,Jimmy Don Beets,Person Thing,kg:/g/11gl36gvxb,,Betty Lou Beets' husband,,
beets,7.0,Beets,Thing,kg:/g/11fj9zs25s,,Fictional character,,
bell peppers,650.8372802734375,Chop Bell Pepper Fish Head,Thing,kg:/g/155r_57y,,,,
bell peppers,649.9989013671875,Bell pepper,Thing,kg:/m/0jg57,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTeDlYGT2rYoQaSYyhrADeCN2LMHSTTjrFeqKHn4yMqRWVdHVL4,Plants,https://en.wikipedia.org/wiki/Bell_pepper,"The bell pepper is a cultivar group of the species Capsicum annuum. Cultivars of the plant produce fruits in different colours, including red, yellow, orange, green, white, and purple. "
bell peppers,487.5675354003906,Grilled pepper,Thing,kg:/g/11dxblkjcr,,,,
blackberries,165.1078796386719,Blackberry,Thing,kg:/m/0jhv_,,,,
blackberries,105.7031707763672,Blackberry,Thing,kg:/g/120z183t,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS2j8OG58fEt1ttTzdogGeaC5B2myMwjb1M58AGsU0FAaoT2Lgw,Fruit,https://en.wikipedia.org/wiki/Blackberry,"The blackberry is an edible fruit produced by many species in the genus Rubus in the family Rosaceae, hybrids among these species within the subgenus Rubus, and hybrids between the subgenera Rubus and Idaeobatus. "
blackberries,62.0474853515625,Empetrum,Thing,kg:/m/02flvj,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRiH2DTOZJgdksK2vjANQmBAZwwYrwnqQTD4h9N4IMIobjQkMd8,Plants,https://en.wikipedia.org/wiki/Empetrum,Empetrum is a genus of three species of dwarf evergreen shrubs in the heath family Ericaceae. They are commonly known as crowberries and bear edible fruit. 
blackberries,58.9442024230957,Olallieberry,Thing,kg:/m/03_2p8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQK4MpFz-PlFeSEvwluERkaU8EAXoksyYjv3V8pDpEEnmYNOJTb,,https://en.wikipedia.org/wiki/Olallieberry,"The olallieberry, sometimes spelled ollalieberry, olallaberry, olalliberry, ollalaberry or ollaliberry, is the marketing name for the 'Olallie' blackberry released by the USDA-ARS. "
blackberries,54.43563461303711,Dewberry,Thing,kg:/m/016rvq,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrIHuGmSF3Rsf32IHZ2rKm_7_U6q_AFfk328ePdxpHcZV0IsqU,Plants,https://en.wikipedia.org/wiki/Dewberry,"The dewberries are a group of species in the genus Rubus, section Rubus, closely related to the blackberries. They are small trailing brambles with aggregate fruits, reminiscent of the raspberry, but are usually purple to black instead of red.
"
blueberries,614.8590698242188,Blueberry,Thing,kg:/m/0ftbs,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTLusjMNqXg2qPR9vRHUMi-drcdEruKs-WtfUe9kPf25cOsBlq3,Berry,https://en.wikipedia.org/wiki/Blueberry,"Blueberries are perennial flowering plants with blue or purple–colored berries. They are classified in the section Cyanococcus within the genus Vaccinium. Vaccinium also includes cranberries, bilberries, huckleberries and Madeira blueberries. "
blueberries,273.2940063476562,Bilberry,Thing,kg:/m/01cz4w,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSY79OA_f1eDcHq535k52Y3Tffvf9cB0qNrWon9EoYmiDzV5lhi,Plants,https://en.wikipedia.org/wiki/Bilberry,"Bilberries, or occasionally European blueberries, are a primarily Eurasian species of low-growing shrubs in the genus Vaccinium, bearing edible, dark blue berries. "
blueberries,162.9642333984375,Vaccinium,Thing,kg:/g/121_c28l,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRuvui2UiRw7WBF2WnAegxxADCYh9EJlMsMyueQzWaobTMt-I6n,Plants,https://en.wikipedia.org/wiki/Vaccinium,"Vaccinium is a common and widespread genus of shrubs or dwarf shrubs in the heath family. The fruits of many species are eaten by humans and some are of commercial importance, including the cranberry, blueberry, bilberry, lingonberry, and huckleberry. "
blueberries,140.4019165039062,Saskatoon serviceberry,Thing,kg:/m/02w97v,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQTgK21vflSkFvbLLzsePmqLDrohiTwsku7qahd2EX4oia74xS,Plants,https://en.wikipedia.org/wiki/Amelanchier_alnifolia,"Amelanchier alnifolia, the saskatoon, Pacific serviceberry, western serviceberry, alder-leaf shadbush, dwarf shadbush, chuckley pear, or western juneberry, is a shrub with edible berry-like fruit, native to North America from Alaska across most of western Canada and in the western and north-central United States. "
blueberries,7.0,Blueberries,Thing,kg:/g/11c6ssd70m,,Song by Taco Hemingway,,
blueberries,7.0,Blueberries,Thing,kg:/g/11f2716qp6,,,,
blueberries,7.0,Blueberries,Thing,kg:/g/11dyp3_9v5,,,,
bok choy,19670.80078125,Bok choy,Thing,kg:/m/012r7vq8,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR3bLgYeiP3X7P0la41MitLzSJ95KkXqvil-mOUpfhHtGkSgB-F,Plants,https://en.wikipedia.org/wiki/Bok_choy,"Bok choy, pak choi, or pok choi is a type of Chinese cabbage. Chinensis varieties do not form heads and have green leaf blades with lighter bulbous bottoms instead, forming a cluster reminiscent of mustard greens. "
bok choy,4571.97509765625,Field mustard,Thing,kg:/m/0652d4,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTAPcIWq6VgsBula-Ul3x4RikZ0dAhi6IKBAaHLhoSL3XstgU67,Plants,https://en.wikipedia.org/wiki/Brassica_rapa,"Brassica rapa is a plant consisting of various widely cultivated species including the turnip; napa cabbage, bomdong, bok choy, and rapini; and Brassica rapa subsp. oleifera, an oilseed which has many common names, including turnip rape, field mustard, bird rape, and keblock.
"
bok choy,2591.96142578125,Nathan Adrian,Thing Person,kg:/m/0412byj,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTr7TYwCasgjvuIJl9nnntQEhJF93C2OV_U2HBOe9SwnTPUcTnG,American swimmer,https://en.wikipedia.org/wiki/Nathan_Adrian,"Nathan Ghar-jun Adrian is an American competitive swimmer and five-time Olympic gold medalist who formerly held the American record in the long course 50-meter freestyle event.
"
bok choy,253.6075897216797,Chinese cabbage,Thing,kg:/m/032lgr,,Vegetable,https://en.wikipedia.org/wiki/Chinese_cabbage,"Chinese cabbage can refer to two cultivar groups of Chinese leaf vegetables often used in Chinese cuisine: the Pekinensis Group and the Chinensis Group.
"
bok choy,35.37197494506836,Every Grain of Rice: Simple Chinese Home Cooking,Book Thing,kg:/m/0_yyxhp,,Book by Fuchsia Dunlop,,
bok choy,24.0,Bok Choy,Thing,kg:/g/11f26f575x,,,,
bok choy,24.0,Bok Choy,Thing,kg:/g/1q5jbc0dr,,Song by Tony Ollivierra,,
bok choy,24.0,Bok Choy,Thing,kg:/g/11bv5yzzrc,,,,
bok choy,24.0,Bok Choy,Thing MusicRecording,kg:/g/11g9g1w8f4,,,,
broccoli,8779.7626953125,Broccoli,Thing,kg:/m/09twn9b,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSu6rO9K25GfZpdSA9nzilDyFaPWTfbldL_GSTwFMX_X8I2X0YL,Plants,https://en.wikipedia.org/wiki/Broccoli,"Broccoli is an edible green plant in the cabbage family whose large flowering head and stalk is eaten as a vegetable. The word broccoli comes from the Italian plural of broccolo, which means ""the flowering crest of a cabbage"", and is the diminutive form of brocco, meaning ""small nail"" or ""sprout"".
"
broccoli,5586.17529296875,Cauliflower,Thing,kg:/m/015w7p,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS8nO9TWHH7ROIWMJ7QRZLYGg1dSmwIUfElj8p6yHv_z0woa3mU,Vegetable,https://en.wikipedia.org/wiki/Cauliflower,"Cauliflower is one of several vegetables in the species Brassica oleracea in the genus Brassica, which is in the family Brassicaceae. It is an annual plant that reproduces by seed. Typically, only the head is eaten – the edible white flesh sometimes called ""curd"". The cauliflower head is composed of a white inflorescence meristem. Cauliflower heads resemble those in broccoli, which differs in having flower buds as the edible portion. "
broccoli,2416.685546875,Wild cabbage,Thing,kg:/m/04ylr2,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRaGnRYVoZPDEW9paPCrSvFaXW65x-ZeDoprs_eIo4PjttGCDHU,Plants,https://en.wikipedia.org/wiki/Brassica_oleracea,"Brassica oleracea is a plant species that includes many common foods as cultivars, including cabbage, broccoli, cauliflower, kale, Brussels sprouts, collard greens, savoy, kohlrabi, and gai lan.
"
broccoli,696.1396484375,Broccoli,Thing MusicComposition,kg:/g/11bzxzv7sr,,,https://en.wikipedia.org/wiki/Broccoli_(song),"""Broccoli"" is a single by American rapper DRAM featuring rapper Lil Yachty. It was released on April 6, 2016, by Atlantic Records and Empire Distribution. The lead single from DRAM's debut studio album Big Baby DRAM, it was produced by J. Gramm, with Rogét Chahayed as co-producer."
broccoli,655.3139038085938,Broccoli,Thing,kg:/m/0hkxq,,Vegetable,,
broccoli,493.1882019042969,Romanesco broccoli,Thing,kg:/m/026j3yz,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRCDCl9EfwrlFPI-lgVvL2KPLfHGIXfNxVMec4LKoAo8jNUA_sq,Plants,https://en.wikipedia.org/wiki/Romanesco_broccoli,"Romanesco broccoli is an edible flower bud of the species Brassica oleracea. First documented in Italy, it is chartreuse in color. Romanesco has a striking appearance because its form is a natural approximation of a fractal. "
broccoli,436.5445556640625,Cream of broccoli soup,Thing,kg:/m/011snpt3,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRCys8WOkGj3MfAg0e-8oqtC62_RlhFDeO5mKr5r1u4A5jXIBRI,Soup,https://en.wikipedia.org/wiki/Cream_of_broccoli_soup,"Cream of broccoli soup is a soup prepared with broccoli, stock and milk or cream as primary ingredients. Ingredient variations exist, as do vegan versions. It is also a commercially, mass-produced soup, often sold in cans. "
broccoli,342.8687133789062,Chinese broccoli,Thing,kg:/m/0394s2,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQSlyPbhMxOGLWyX30zB_MeE-GOyf-zx7Rf7Ymweqfd0mA5bwfI,Plants,https://en.wikipedia.org/wiki/Gai_lan,"Gai lan or kai-lan is the Cantonese name for Chinese broccoli or Chinese kale; jie lan is its Mandarin name. It is a leaf vegetable with thick, flat, glossy blue-green leaves with thick stems, and flower heads similar to broccoli, another Brassica oleracea cultivar, but gai lan is in the group alboglabra. "
broccoli,317.5028991699219,Broccoli,Corporation Thing Organization,kg:/m/09y07m,,Video game company,https://en.wikipedia.org/wiki/Broccoli_(company),"Broccoli Co., Ltd. is a Japanese media company that publishes manga, anime, video games and trading card games. It operates a chain of retailers in Japan called Gamers which carries similar products and accessories. "
broccoli,312.3067321777344,Rapini,Thing,kg:/m/034n_v,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbstq8u6bcU8yeUbSRQN4lzmW-sshsIQ_wZiwStcDSFiMuAXd6,Plants,https://en.wikipedia.org/wiki/Rapini,"Rapini or broccoli rabe is a green cruciferous vegetable, with the leaves, buds, and stems all being edible; the buds somewhat resemble broccoli, but do not form a large head. "
broccoli,220.088134765625,Broccoli sprouts,Thing,kg:/m/0521mzx,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqAUcfg5b2598XH2TJCURa4kpOwtFFSMgLQV-BcAEL9ECi77GS,,https://en.wikipedia.org/wiki/Broccoli_sprouts,"Broccoli sprouts are three- to four-day-old broccoli plants that look like alfalfa sprouts, but taste like radishes."
broccoli,218.3167877197266,Moonraker,Movie Thing,kg:/m/01kf3_9,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT7X0edwB1QbW44cStvF9cMIkUCt3zNvip3-GpzadrOr4kiqtYH,1979 film,https://en.wikipedia.org/wiki/Moonraker_(film),"Moonraker is a 1979 spy film and the eleventh in the James Bond series produced by Eon Productions, and the fourth to star Roger Moore as the fictional MI6 agent James Bond. "
broccoli,209.1188201904297,Broccoli soup,Thing,kg:/g/1q5bff89v,,,,
broccoli,154.03466796875,Broccoli Pizza &amp; Pasta,Thing Organization,kg:/g/11ddzv97nv,,,https://en.wikipedia.org/wiki/Broccoli_Pizza_%26_Pasta,"Broccoli Pizza and Pasta LLC started as a self-operating Italian restaurant headquartered in Dubai, United Arab Emirates. It primarily serves pizza, pasta, lasagna, soup and salad.
"
broccoli,98.97527313232422,Do You Like Broccoli Ice Cream?,Thing,kg:/g/11c606b1dr,,Song by Super Simple Learning,,
broccoli,71.60858154296875,Albert R. Broccoli,Thing Person,kg:/m/02n6n_,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgXzWVt06FTYJ6NyaAzkuPkKwOB7pqqO4s6EdTJ8P9FOnEAeT3,American film producer,https://en.wikipedia.org/wiki/Albert_R._Broccoli,"Albert Romolo Broccoli, nicknamed ""Cubby"", was an American film producer who made more than 40 motion pictures throughout his career. Most of the films were made in the United Kingdom and often filmed at Pinewood Studios. Co-founder of Danjaq, LLC and Eon Productions, Broccoli is most notable as the producer of many of the James Bond films. "
broccoli,58.82364654541016,Broccoli,Thing,kg:/g/11cmqph0c0,,Song by DRAM,,
broccoli,56.86266708374023,Broccoli,Periodical Thing,kg:/g/11f30mgv8l,,Magazine,https://en.wikipedia.org/wiki/Broccoli_(magazine),"Broccoli is an independent print magazine created by and for women who use cannabis. It is based in Portland, Oregon.
Although intended for cannabis users, Broccoli is an art and lifestyle magazine that bills itself as ""playful, informed, eclectic, and thoughtful"".
"
broccoli,12.69492053985596,BROCCOLI,Thing TVSeries,kg:/g/1222z6qv,,TV program,,
broccoli,10.58921813964844,Broccoletto,Thing,kg:/g/1q6mqg6lf,,Plants,,
brussels sprouts,17647.83984375,Brussels sprout,Thing,kg:/m/0250zy,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSRFQX0KgVa7r9CwVjFx0BXlUpuagSEIs7v9vOBSrTXOq0GgffR,Vegetable,https://en.wikipedia.org/wiki/Brussels_sprout,"The Brussels sprout is a member of the Gemmifera Group of cabbages, grown for its edible buds.
The leaf vegetables are typically 1.5–4.0 cm in diameter and look like miniature cabbages. "
brussels sprouts,8285.779296875,Wild cabbage,Thing,kg:/m/04ylr2,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRaGnRYVoZPDEW9paPCrSvFaXW65x-ZeDoprs_eIo4PjttGCDHU,Plants,https://en.wikipedia.org/wiki/Brassica_oleracea,"Brassica oleracea is a plant species that includes many common foods as cultivars, including cabbage, broccoli, cauliflower, kale, Brussels sprouts, collard greens, savoy, kohlrabi, and gai lan.
"
brussels sprouts,24.0,Brussels Sprouts,Thing,kg:/m/07vljr3,,,,
cabbage,5373.84423828125,Cabbage,Thing,kg:/m/0fbw6,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRw76mA61EGkWKhyCSrLUgwpBBEH5cSr152o_qA2X8ExCUyyrNq,Vegetable,https://en.wikipedia.org/wiki/Cabbage,"Cabbage is a leafy green, red, or white biennial plant grown as an annual vegetable crop for its dense-leaved heads. It is descended from the wild cabbage, B. oleracea var. oleracea, and belongs to the ""cole crops"" or brassicas, meaning it is closely related to broccoli and cauliflower; Brussels sprouts; and savoy cabbage.
"
cabbage,2416.685546875,Wild cabbage,Thing,kg:/m/04ylr2,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRaGnRYVoZPDEW9paPCrSvFaXW65x-ZeDoprs_eIo4PjttGCDHU,Plants,https://en.wikipedia.org/wiki/Brassica_oleracea,"Brassica oleracea is a plant species that includes many common foods as cultivars, including cabbage, broccoli, cauliflower, kale, Brussels sprouts, collard greens, savoy, kohlrabi, and gai lan.
"
cabbage,1078.036865234375,Cabbages,Thing,kg:/m/0qmh4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTr0tC3rqpYFU2WYsQWdw6CfRBmLjuWRm6cojgRhCxrU6gAG0di,Plants,https://en.wikipedia.org/wiki/Brassica,"Brassica is a genus of plants in the mustard family. The members of the genus are informally known as cruciferous vegetables, cabbages, or mustard plants. "
